5.000000 5.000000 1.000000
4.917671 5.060490 1.032955
4.917671 5.060490 1.032955
4.917671 5.060490 1.032955
4.917671 5.060490 1.032955
4.896277 5.157230 1.084378
4.968830 5.096394 1.153042
4.988642 5.170436 1.231281
4.988642 5.170436 1.231281
4.988642 5.170436 1.231281
4.989925 5.075881 1.272777
4.989925 5.075881 1.272777
4.911619 5.119218 1.302285
4.850074 5.035413 1.388334
4.760209 5.030214 1.471123
4.760209 5.030214 1.471123
4.847374 5.126209 1.479583
4.847374 5.126209 1.479583
4.847374 5.126209 1.479583
4.847374 5.126209 1.479583
4.847374 5.126209 1.479583
4.847374 5.126209 1.479583
4.876565 5.088637 1.546388
4.876565 5.088637 1.546388
4.930771 5.009962 1.576316
4.930771 5.009962 1.576316
4.930771 5.009962 1.576316
4.930771 5.009962 1.576316
4.930771 5.009962 1.576316
4.854559 4.981746 1.589925
4.854559 4.981746 1.589925
4.865152 5.036525 1.652419
4.909905 5.025236 1.669118
4.975984 4.943875 1.748484
4.975984 4.943875 1.748484
4.888983 4.906986 1.771847
4.839029 4.933254 1.813015
4.892576 4.916356 1.864132
4.962098 4.869926 1.939037
4.962098 4.869926 1.939037
4.962098 4.869926 1.939037
4.962098 4.869926 1.939037
4.962098 4.869926 1.939037
5.035118 4.865884 2.023391
5.121137 4.924953 2.031106
5.121137 4.924953 2.031106
5.189575 4.824955 2.090241
5.189575 4.824955 2.090241
5.115467 4.910489 2.189408
5.030853 4.891710 2.253334
5.030853 4.891710 2.253334
5.030853 4.891710 2.253334
5.030853 4.891710 2.253334
5.030853 4.891710 2.253334
4.981292 4.865928 2.346250
4.981292 4.865928 2.346250
4.981292 4.865928 2.346250
4.884572 4.832552 2.346798
4.884572 4.832552 2.346798
4.884572 4.832552 2.346798
4.844448 4.869179 2.381043
4.844448 4.869179 2.381043
4.844448 4.869179 2.381043
4.835227 4.825325 2.458387
4.835227 4.825325 2.458387
4.867957 4.755788 2.471484
4.867957 4.755788 2.471484
4.921178 4.720693 2.474894
4.921178 4.720693 2.474894
4.896814 4.812520 2.492097
4.896814 4.812520 2.492097
4.896814 4.812520 2.492097
4.931139 4.764433 2.551655
4.931139 4.764433 2.551655
4.924651 4.846904 2.599555
4.849174 4.809679 2.680807
4.849174 4.809679 2.680807
4.849174 4.809679 2.680807
4.849174 4.809679 2.680807
4.783696 4.843383 2.743167
4.783696 4.843383 2.743167
4.783696 4.843383 2.743167
4.783696 4.843383 2.743167
4.783696 4.843383 2.743167
4.783696 4.843383 2.743167
4.768456 4.910832 2.788385
4.695540 4.912352 2.795652
4.625752 4.913156 2.837442
4.625752 4.913156 2.837442
4.625752 4.913156 2.837442
4.690110 4.968763 2.837736
4.765858 5.041116 2.865648
4.765858 5.041116 2.865648
4.698493 4.977490 2.866433
4.698493 4.977490 2.866433
4.746712 5.047244 2.951924
4.825142 5.017803 2.979204
4.867488 5.051526 3.060975
4.867488 5.051526 3.060975
4.835739 4.999170 3.063489
4.835739 4.999170 3.063489
4.894170 4.987658 3.078249
4.828182 5.008780 3.129384
4.828182 5.008780 3.129384
4.860534 4.929268 3.202169
4.860534 4.929268 3.202169
4.860534 4.929268 3.202169
4.860534 4.929268 3.202169
4.860534 4.929268 3.202169
4.940622 4.952689 3.241817
4.909198 4.890870 3.315476
4.998896 4.980185 3.323933
4.942722 4.941770 3.335421
4.942722 4.941770 3.335421
4.923713 4.969387 3.374564
4.845969 4.974070 3.440600
4.845969 4.974070 3.440600
4.899237 4.908108 3.526582
4.979470 4.823363 3.592652
4.979470 4.823363 3.592652
5.008031 4.747707 3.623802
4.945050 4.715878 3.716536
4.945050 4.715878 3.716536
4.983418 4.771676 3.776932
4.983418 4.771676 3.776932
4.939526 4.831606 3.796695
4.976394 4.844804 3.850495
4.999245 4.838235 3.919551
4.988165 4.935319 3.943508
4.988165 4.935319 3.943508
4.988165 4.935319 3.943508
4.926208 4.895749 3.981118
4.926208 4.895749 3.981118
4.926208 4.895749 3.981118
4.926208 4.895749 3.981118
4.995633 4.989171 4.068405
4.995633 4.989171 4.068405
4.982067 5.088945 4.167264
4.982067 5.088945 4.167264
4.982067 5.088945 4.167264
4.982067 5.088945 4.167264
4.982067 5.088945 4.167264
4.901233 5.150723 4.188359
4.901233 5.150723 4.188359
4.901233 5.150723 4.188359
4.901233 5.150723 4.188359
4.901233 5.150723 4.188359
4.802173 5.063553 4.223451
4.802173 5.063553 4.223451
4.747088 5.004571 4.270894
4.726213 5.010458 4.337503
4.726213 5.010458 4.337503
4.726213 5.010458 4.337503
4.726213 5.010458 4.337503
4.726213 5.010458 4.337503
4.726213 5.010458 4.337503
4.726213 5.010458 4.337503
4.797416 5.027842 4.388097
4.797416 5.027842 4.388097
4.734827 5.011306 4.398748
4.739355 4.912273 4.487004
